date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2011-10-11 20:00:00,987.22,13.43,287.65,11.3,86.9,15.43,13.4,2.02,8.49,13.58,1193.84,3.39,5.4,203.4
2011-10-11 20:30:00,987.29,13.7,287.91,11.39,85.9,15.7,13.49,2.21,8.54,13.66,1192.77,1.43,3.04,223.6
2011-10-11 21:00:00,987.37,14.04,288.25,11.31,83.6,16.05,13.42,2.63,8.5,13.59,1191.48,2.03,5.36,227.2
2011-10-11 21:30:00,987.27,14.2,288.41,11.32,82.8,16.22,13.43,2.79,8.5,13.6,1190.69,2.86,5.24,240.1
2011-10-11 22:00:00,987.24,14.49,288.71,11.29,81.1,16.53,13.4,3.12,8.49,13.58,1189.47,2.17,4.8,216.0
2011-10-11 22:30:00,987.14,14.59,288.82,11.26,80.4,16.63,13.37,3.26,8.47,13.55,1188.95,2.44,8.27,223.4
2011-10-11 23:00:00,987.2,14.75,288.97,11.23,79.4,16.81,13.34,3.46,8.45,13.52,1188.37,1.79,3.96,230.8
2011-10-11 23:30:00,988.78,10.88,284.96,9.11,88.8,13.04,11.58,1.46,7.32,11.71,1207.32,2.98,6.48,267.7
2011-10-12 00:00:00,989.77,9.52,283.51,8.24,91.7,11.9,10.92,0.99,6.89,11.03,1214.66,2.77,5.58,292.2
2011-10-12 00:30:00,990.18,8.83,282.79,7.65,92.3,11.36,10.49,0.87,6.61,10.59,1218.34,1.63,4.44,287.3
2011-10-12 01:00:00,990.38,8.57,282.51,7.54,93.2,11.16,10.4,0.76,6.56,10.5,1219.75,2.24,3.78,257.8
2011-10-12 01:30:00,990.39,8.56,282.5,7.26,91.5,11.16,10.21,0.95,6.44,10.31,1219.89,2.07,4.16,262.5
2011-10-12 02:00:00,990.23,8.51,282.46,7.19,91.4,11.12,10.16,0.96,6.41,10.26,1219.93,2.59,4.65,257.7
2011-10-12 02:30:00,990.6,8.37,282.29,7.05,91.4,11.01,10.07,0.95,6.34,10.16,1221.04,2.6,3.78,250.1
2011-10-12 03:00:00,990.24,8.31,282.26,7.29,93.3,10.97,10.23,0.73,6.45,10.33,1220.78,1.44,2.34,229.8
2011-10-12 03:30:00,990.29,8.45,282.4,7.29,92.4,11.07,10.23,0.84,6.45,10.33,1220.24,1.01,1.6,211.8
2011-10-12 04:00:00,990.36,8.37,282.31,7.43,93.8,11.01,10.33,0.68,6.51,10.43,1220.62,1.57,2.48,230.9
2011-10-12 04:30:00,990.27,8.24,282.19,7.53,95.3,10.92,10.4,0.51,6.56,10.5,1221.04,1.48,2.04,237.7
2011-10-12 05:00:00,990.28,8.17,282.12,7.45,95.2,10.86,10.34,0.52,6.52,10.44,1221.39,1.84,3.32,242.8
2011-10-12 05:30:00,990.32,8.09,282.03,7.36,95.1,10.8,10.27,0.53,6.48,10.38,1221.81,1.72,2.6,241.8
2011-10-12 06:00:00,990.24,8.06,282.01,7.43,95.8,10.78,10.33,0.45,6.51,10.43,1221.82,1.67,2.56,239.0
2011-10-12 06:30:00,990.17,8.12,282.08,7.6,96.5,10.83,10.45,0.38,6.59,10.55,1221.42,1.02,2.12,181.9
2011-10-12 07:00:00,990.37,8.3,282.24,7.87,97.1,10.96,10.64,0.32,6.71,10.75,1220.79,0.85,1.64,172.3
2011-10-12 07:30:00,990.51,8.32,282.25,7.99,97.8,10.97,10.73,0.24,6.77,10.84,1220.84,0.9,1.6,175.5
2011-10-12 08:00:00,990.8,8.42,282.33,8.14,98.1,11.05,10.84,0.21,6.83,10.94,1220.71,1.31,1.96,180.8
2011-10-12 08:30:00,991.16,8.54,282.42,8.27,98.2,11.14,10.94,0.2,6.89,11.04,1220.59,0.86,1.4,189.8
2011-10-12 09:00:00,991.37,8.85,282.71,8.58,98.2,11.38,11.17,0.2,7.04,11.27,1219.4,1.11,3.08,254.1
2011-10-12 09:30:00,991.58,8.56,282.4,7.82,95.1,11.16,10.61,0.55,6.68,10.7,1221.18,1.51,3.12,255.1
2011-10-12 10:00:00,991.7,8.44,282.27,7.01,90.7,11.06,10.04,1.03,6.32,10.12,1222.11,2.07,3.08,257.5
2011-10-12 10:30:00,991.71,8.45,282.28,7.02,90.7,11.07,10.04,1.03,6.32,10.13,1222.08,2.06,3.04,250.6
2011-10-12 11:00:00,991.67,8.45,282.28,6.93,90.1,11.07,9.98,1.1,6.28,10.06,1222.06,2.05,3.12,250.1
2011-10-12 11:30:00,991.96,8.53,282.34,6.74,88.5,11.13,9.85,1.28,6.2,9.93,1222.13,1.67,2.8,259.3
2011-10-12 12:00:00,992.05,8.51,282.31,6.48,87.0,11.12,9.67,1.45,6.09,9.75,1222.41,1.61,2.64,271.0
2011-10-12 12:30:00,992.18,8.64,282.43,6.55,86.7,11.22,9.72,1.49,6.12,9.8,1221.99,1.47,2.36,262.1
2011-10-12 13:00:00,992.11,8.6,282.4,6.98,89.5,11.19,10.01,1.17,6.3,10.09,1221.94,1.13,2.44,256.2
2011-10-12 13:30:00,991.82,8.57,282.39,7.24,91.3,11.16,10.19,0.97,6.42,10.28,1221.63,1.69,2.92,254.1
2011-10-12 14:00:00,991.8,8.51,282.33,7.07,90.6,11.12,10.07,1.05,6.34,10.16,1221.92,1.89,3.16,251.7
2011-10-12 14:30:00,991.91,8.67,282.49,6.91,88.7,11.24,9.97,1.27,6.28,10.05,1221.41,2.06,2.8,256.3
2011-10-12 15:00:00,991.93,8.68,282.49,7.15,90.1,11.25,10.13,1.11,6.38,10.22,1221.31,2.17,3.28,255.2
2011-10-12 15:30:00,991.86,8.43,282.25,6.79,89.4,11.06,9.89,1.17,6.22,9.97,1222.43,1.84,2.92,243.4
2011-10-12 16:00:00,991.99,8.57,282.38,7.11,90.5,11.16,10.1,1.06,6.36,10.18,1221.88,0.85,2.12,248.8
2011-10-12 16:30:00,991.99,8.87,282.68,7.24,89.5,11.39,10.2,1.2,6.42,10.28,1220.53,0.58,1.28,221.1
2011-10-12 17:00:00,992.03,8.76,282.57,7.46,91.5,11.31,10.35,0.96,6.51,10.43,1220.99,0.46,1.02,164.7
2011-10-12 17:30:00,992.31,8.58,282.36,7.21,91.1,11.17,10.18,0.99,6.4,10.26,1222.2,0.44,0.8,342.3
2011-10-12 18:00:00,992.71,8.38,282.13,7.32,93.0,11.02,10.25,0.77,6.45,10.32,1223.53,0.59,1.82,334.2
2011-10-12 18:30:00,992.74,8.12,281.87,6.79,91.3,10.83,9.88,0.94,6.22,9.96,1224.86,1.94,2.8,222.4
2011-10-12 19:00:00,993.08,8.15,281.87,6.81,91.2,10.85,9.89,0.95,6.22,9.96,1225.15,0.7,1.64,183.0
2011-10-12 19:30:00,993.19,7.98,281.69,6.67,91.4,10.72,9.8,0.92,6.16,9.87,1226.07,0.78,1.92,219.3
2011-10-12 20:00:00,993.31,8.02,281.72,6.66,91.1,10.75,9.8,0.96,6.16,9.86,1226.05,0.7,2.2,218.3
2011-10-12 20:30:00,993.63,7.83,281.5,6.47,91.1,10.61,9.67,0.94,6.08,9.73,1227.33,1.6,3.0,218.1
2011-10-12 21:00:00,993.97,7.81,281.46,6.41,90.8,10.6,9.62,0.98,6.05,9.68,1227.87,1.06,2.16,203.9
2011-10-12 21:30:00,994.29,7.77,281.39,6.48,91.5,10.57,9.67,0.9,6.07,9.73,1228.41,1.15,2.64,228.4
2011-10-12 22:00:00,994.43,7.92,281.53,6.51,90.8,10.68,9.7,0.98,6.09,9.75,1227.92,1.03,2.66,87.5
2011-10-12 22:30:00,994.5,7.69,281.29,6.17,90.1,10.51,9.47,1.04,5.95,9.52,1229.12,0.73,2.56,260.6
2011-10-12 23:00:00,994.66,7.53,281.12,5.95,89.7,10.4,9.33,1.07,5.85,9.38,1230.08,0.67,1.34,234.5
2011-10-12 23:30:00,994.84,7.44,281.02,5.94,90.2,10.33,9.32,1.01,5.85,9.37,1230.7,1.02,1.88,250.0
2011-10-13 00:00:00,995.1,7.28,280.83,5.99,91.5,10.22,9.35,0.87,5.87,9.4,1231.71,1.16,2.4,93.9
2011-10-13 00:30:00,995.23,7.37,280.91,6.11,91.7,10.29,9.43,0.85,5.92,9.48,1231.44,1.14,1.88,164.1
2011-10-13 01:00:00,995.52,7.45,280.97,6.18,91.6,10.34,9.47,0.87,5.94,9.52,1231.43,1.87,2.76,251.8
2011-10-13 01:30:00,995.71,7.44,280.95,6.17,91.6,10.33,9.47,0.87,5.94,9.51,1231.72,2.86,3.84,245.4
2011-10-13 02:00:00,995.87,7.33,280.82,6.01,91.3,10.26,9.36,0.89,5.87,9.4,1232.45,1.91,2.68,249.3
2011-10-13 02:30:00,995.91,7.17,280.66,5.85,91.3,10.15,9.26,0.88,5.81,9.3,1233.24,2.6,3.62,255.1
2011-10-13 03:00:00,996.22,6.94,280.4,5.68,91.7,9.98,9.16,0.83,5.74,9.19,1234.71,2.33,3.84,252.3
2011-10-13 03:30:00,996.5,6.54,279.98,5.5,93.0,9.72,9.04,0.68,5.66,9.07,1236.85,1.99,3.04,253.9
2011-10-13 04:00:00,996.77,6.41,279.83,5.48,93.8,9.63,9.03,0.6,5.65,9.06,1237.8,2.73,3.88,250.4
2011-10-13 04:30:00,997.13,6.11,279.5,5.28,94.4,9.43,8.9,0.53,5.57,8.93,1239.61,0.67,1.48,233.5
2011-10-13 05:00:00,997.48,5.6,278.96,4.84,94.8,9.1,8.63,0.47,5.4,8.65,1242.44,1.22,2.44,101.7
2011-10-13 05:30:00,997.75,5.47,278.81,4.9,96.1,9.02,8.67,0.35,5.42,8.69,1243.36,0.87,1.36,76.3
2011-10-13 06:00:00,997.79,5.47,278.8,4.9,96.1,9.02,8.67,0.35,5.42,8.69,1243.42,0.43,0.84,22.16
2011-10-13 06:30:00,998.17,5.13,278.44,4.48,95.5,8.81,8.41,0.4,5.26,8.43,1245.5,0.92,1.4,66.61
2011-10-13 07:00:00,998.53,5.24,278.52,4.79,96.9,8.88,8.6,0.28,5.38,8.62,1245.37,0.48,0.96,95.7
2011-10-13 07:30:00,998.99,5.37,278.61,4.66,95.2,8.96,8.53,0.43,5.33,8.53,1245.43,0.79,1.38,156.6
2011-10-13 08:00:00,999.35,5.51,278.73,4.78,95.0,9.05,8.59,0.45,5.37,8.6,1245.19,1.15,2.24,144.9
2011-10-13 08:30:00,999.93,6.11,279.28,5.49,95.8,9.43,9.04,0.4,5.64,9.04,1243.04,0.5,1.2,167.4
2011-10-13 09:00:00,1000.22,7.16,280.3,5.75,90.7,10.14,9.2,0.94,5.74,9.19,1238.68,1.04,1.96,125.5
2011-10-13 09:30:00,1000.59,8.55,281.66,6.09,84.5,11.15,9.42,1.73,5.88,9.41,1232.91,1.06,2.88,112.2
2011-10-13 10:00:00,1000.79,8.23,281.33,5.76,84.4,10.91,9.21,1.7,5.74,9.2,1234.67,1.08,1.74,237.0
2011-10-13 10:30:00,1000.9,9.66,282.75,5.32,74.3,12.02,8.93,3.09,5.57,8.92,1228.69,1.36,3.12,322.2
2011-10-13 11:00:00,1001.13,9.59,282.66,5.29,74.5,11.96,8.91,3.05,5.55,8.9,1229.28,1.93,3.48,264.5
2011-10-13 11:30:00,1001.31,10.05,283.1,5.52,73.4,12.34,9.05,3.28,5.64,9.04,1227.44,1.43,3.44,265.1
2011-10-13 12:00:00,1001.37,10.21,283.26,5.04,70.2,12.47,8.75,3.72,5.45,8.74,1226.96,2.41,4.88,265.9
2011-10-13 12:30:00,1001.35,11.39,284.44,3.24,57.16,13.49,7.71,5.78,4.8,7.7,1222.34,0.91,2.22,346.7
2011-10-13 13:00:00,1001.51,10.53,283.57,3.96,63.69,12.74,8.11,4.63,5.05,8.1,1226.05,0.9,2.54,32.41
2011-10-13 13:30:00,1001.38,11.35,284.4,3.72,59.32,13.45,7.98,5.47,4.97,7.97,1222.41,2.12,4.24,22.6
2011-10-13 14:00:00,1001.47,10.51,283.55,3.6,62.19,12.72,7.91,4.81,4.93,7.9,1226.18,1.45,2.96,18.08
2011-10-13 14:30:00,1001.49,12.03,285.07,3.46,55.67,14.07,7.83,6.24,4.88,7.82,1219.71,0.87,3.48,8.93
2011-10-13 15:00:00,1001.63,10.33,283.36,2.69,59.0,12.57,7.42,5.15,4.62,7.4,1227.38,1.12,2.92,256.8
2011-10-13 15:30:00,1001.74,11.7,284.72,3.71,57.91,13.77,7.97,5.8,4.97,7.96,1221.36,1.05,2.32,245.2
2011-10-13 16:00:00,1001.81,10.93,283.94,2.51,55.94,13.08,7.32,5.76,4.56,7.3,1225.06,2.17,3.92,20.77
2011-10-13 16:30:00,1001.88,10.58,283.59,2.92,58.97,12.78,7.54,5.24,4.69,7.52,1226.56,0.62,1.24,261.4
2011-10-13 17:00:00,1002.09,9.68,282.67,3.06,63.27,12.03,7.61,4.42,4.74,7.6,1230.68,1.01,1.98,343.3
2011-10-13 17:30:00,1002.61,8.93,281.88,2.93,65.94,11.44,7.54,3.9,4.69,7.52,1234.63,0.85,1.56,296.8
2011-10-13 18:00:00,1002.95,8.46,281.38,3.02,68.5,11.08,7.59,3.49,4.72,7.57,1237.08,0.37,1.04,112.4
2011-10-13 18:30:00,1003.08,8.41,281.32,3.04,68.87,11.04,7.6,3.44,4.73,7.58,1237.46,1.64,2.08,346.3
2011-10-13 19:00:00,1003.4,7.62,280.51,3.14,73.2,10.46,7.66,2.8,4.76,7.63,1241.31,0.22,0.36,307.9
2011-10-13 19:30:00,1003.68,6.84,279.7,3.23,77.7,9.92,7.7,2.21,4.79,7.68,1245.11,0.28,0.56,226.7
2011-10-13 20:00:00,1004.12,5.77,278.6,3.15,83.2,9.21,7.66,1.55,4.76,7.63,1250.43,0.89,2.12,232.6
2011-10-13 20:30:00,1004.32,5.41,278.23,3.22,85.7,8.98,7.7,1.28,4.78,7.66,1252.29,2.05,2.56,222.3
2011-10-13 21:00:00,1004.57,5.36,278.16,3.2,85.9,8.95,7.69,1.26,4.77,7.65,1252.84,1.77,2.28,237.2
2011-10-13 21:30:00,1004.69,4.9,277.69,3.09,88.0,8.67,7.63,1.04,4.74,7.59,1255.07,1.79,2.28,239.2
2011-10-13 22:00:00,1004.58,4.59,277.39,3.1,90.0,8.48,7.63,0.85,4.74,7.6,1256.35,0.64,1.04,226.2
2011-10-13 22:30:00,1004.72,4.45,277.24,3.27,92.0,8.4,7.73,0.67,4.8,7.69,1257.1,0.24,0.64,42.48
2011-10-13 23:00:00,1004.81,4.2,276.98,3.13,92.7,8.25,7.65,0.6,4.75,7.61,1258.4,0.23,0.56,39.56
2011-10-13 23:30:00,1005.03,3.76,276.53,2.85,93.7,8.0,7.5,0.5,4.65,7.46,1260.73,0.31,0.62,42.2
2011-10-14 00:00:00,1005.08,3.68,276.44,2.91,94.7,7.96,7.53,0.42,4.68,7.5,1261.16,0.26,0.54,312.8
2011-10-14 00:30:00,1005.27,3.55,276.29,2.83,95.0,7.88,7.49,0.39,4.65,7.45,1262.01,0.36,0.76,87.1
2011-10-14 01:00:00,1005.22,3.17,275.92,2.48,95.2,7.67,7.31,0.37,4.53,7.27,1263.76,0.54,1.4,191.1
2011-10-14 01:30:00,1005.43,2.79,275.52,2.12,95.3,7.47,7.12,0.35,4.42,7.08,1265.86,0.32,0.64,79.2
2011-10-14 02:00:00,1005.59,2.88,275.6,2.3,96.0,7.51,7.21,0.3,4.47,7.17,1265.62,0.42,0.72,35.35
2011-10-14 02:30:00,1005.45,2.32,275.05,1.74,95.9,7.22,6.93,0.3,4.3,6.89,1268.13,0.21,0.48,18.94
2011-10-14 03:00:00,1005.42,1.55,274.29,0.94,95.7,6.83,6.54,0.29,4.06,6.51,1271.83,0.44,0.78,178.6
2011-10-14 03:30:00,1005.6,0.54,273.26,0.03,96.4,6.35,6.12,0.23,3.8,6.09,1276.97,0.54,1.12,200.9
2011-10-14 04:00:00,1005.54,0.32,273.04,-0.02,97.6,6.25,6.1,0.15,3.78,6.07,1277.96,0.77,0.96,204.9
2011-10-14 04:30:00,1005.75,0.0,272.71,-0.25,98.2,6.11,6.0,0.11,3.72,5.96,1279.73,0.89,1.24,205.2
2011-10-14 05:00:00,1006.01,-0.06,272.63,-0.29,98.3,6.08,5.98,0.1,3.7,5.94,1280.36,0.57,0.98,221.7
2011-10-14 05:30:00,1005.9,0.06,272.76,-0.12,98.7,6.13,6.05,0.08,3.75,6.02,1279.64,0.7,0.88,222.7
2011-10-14 06:00:00,1006.15,-0.07,272.62,-0.22,98.9,6.08,6.01,0.07,3.72,5.97,1280.55,0.54,0.88,306.8
2011-10-14 06:30:00,1006.32,0.02,272.69,-0.13,98.9,6.12,6.05,0.07,3.75,6.01,1280.35,1.12,1.36,249.0
2011-10-14 07:00:00,1006.52,0.17,272.82,0.02,98.9,6.18,6.12,0.07,3.79,6.08,1279.86,0.86,1.28,223.5
2011-10-14 07:30:00,1006.87,0.31,272.93,0.18,99.1,6.25,6.19,0.06,3.83,6.15,1279.65,0.8,1.04,217.6
2011-10-14 08:00:00,1007.13,0.37,272.98,0.28,99.3,6.28,6.23,0.04,3.86,6.19,1279.64,0.6,1.04,218.9
2011-10-14 08:30:00,1007.52,0.86,273.43,0.73,99.1,6.5,6.44,0.06,3.99,6.39,1277.77,1.07,1.7,171.9
2011-10-14 09:00:00,1007.55,1.07,273.64,0.97,99.3,6.6,6.55,0.05,4.06,6.5,1276.78,0.85,2.28,218.3
2011-10-14 09:30:00,1007.94,1.69,274.23,1.54,98.9,6.9,6.83,0.08,4.22,6.77,1274.24,1.65,2.8,127.1
2011-10-14 10:00:00,1008.12,1.87,274.39,1.76,99.2,6.99,6.94,0.06,4.29,6.88,1273.6,0.66,1.6,163.9
2011-10-14 10:30:00,1008.27,2.61,275.12,2.41,98.6,7.37,7.27,0.1,4.5,7.21,1270.21,1.29,2.24,131.3
2011-10-14 11:00:00,1008.33,3.62,276.13,3.24,97.3,7.92,7.71,0.21,4.77,7.65,1265.42,2.01,3.8,130.2
2011-10-14 11:30:00,1008.51,3.67,276.16,3.43,98.3,7.95,7.81,0.14,4.83,7.75,1265.39,1.03,2.04,184.8
2011-10-14 12:00:00,1008.42,4.75,277.24,4.56,98.7,8.58,8.46,0.11,5.24,8.39,1260.06,1.55,2.72,125.4
2011-10-14 12:30:00,1008.26,5.72,278.22,5.47,98.3,9.18,9.02,0.16,5.58,8.95,1255.2,0.66,1.8,171.3
2011-10-14 13:00:00,1008.14,6.13,278.65,4.01,86.2,9.45,8.14,1.3,5.04,8.08,1253.6,1.71,2.74,50.75
2011-10-14 13:30:00,1007.96,6.8,279.32,2.39,73.4,9.89,7.26,2.63,4.49,7.2,1250.84,2.27,3.36,50.15
2011-10-14 14:00:00,1007.73,7.67,280.21,2.45,69.44,10.5,7.29,3.21,4.51,7.23,1246.64,0.74,1.56,100.1
2011-10-14 14:30:00,1007.69,7.43,279.98,1.69,66.84,10.33,6.9,3.42,4.27,6.85,1247.84,1.44,3.08,60.36
2011-10-14 15:00:00,1007.56,7.56,280.12,1.42,64.97,10.42,6.77,3.65,4.19,6.72,1247.16,2.15,3.52,60.53
2011-10-14 15:30:00,1007.68,7.35,279.9,1.07,64.26,10.27,6.6,3.67,4.08,6.55,1248.32,1.58,2.76,66.66
2011-10-14 16:00:00,1007.79,7.56,280.1,0.61,61.27,10.42,6.38,4.04,3.95,6.34,1247.63,1.97,2.92,60.33
2011-10-14 16:30:00,1007.78,7.3,279.84,0.32,61.08,10.24,6.25,3.98,3.87,6.2,1248.83,2.45,3.72,75.8
2011-10-14 17:00:00,1007.83,7.0,279.54,0.46,62.99,10.03,6.32,3.71,3.91,6.27,1250.2,1.82,2.92,83.5
2011-10-14 17:30:00,1007.78,6.39,278.93,0.97,68.16,9.61,6.55,3.06,4.05,6.5,1252.76,0.94,2.12,98.1
2011-10-14 18:00:00,1007.89,5.82,278.35,0.71,69.58,9.24,6.43,2.81,3.98,6.38,1255.51,1.67,2.28,18.74
2011-10-14 18:30:00,1008.0,5.15,277.67,1.17,75.4,8.82,6.65,2.17,4.11,6.6,1258.59,1.0,1.76,9.04
2011-10-14 19:00:00,1007.94,4.54,277.08,1.05,78.0,8.45,6.59,1.86,4.08,6.54,1261.27,0.51,1.32,260.0
2011-10-14 19:30:00,1007.92,3.89,276.43,1.23,82.7,8.07,6.68,1.4,4.13,6.63,1264.17,0.77,1.24,41.22
2011-10-14 20:00:00,1007.89,3.08,275.62,1.03,86.3,7.62,6.58,1.04,4.07,6.53,1267.89,1.02,2.0,269.5
2011-10-14 20:30:00,1007.92,3.21,275.75,1.07,85.8,7.69,6.6,1.09,4.08,6.55,1267.33,0.4,0.72,56.75
2011-10-14 21:00:00,1007.91,2.67,275.21,1.03,88.9,7.4,6.58,0.82,4.07,6.53,1269.81,0.38,0.68,23.56
2011-10-14 21:30:00,1008.04,2.23,274.76,0.88,90.7,7.18,6.51,0.67,4.03,6.46,1272.02,0.51,0.82,63.39
2011-10-14 22:00:00,1008.15,1.75,274.27,0.67,92.5,6.93,6.41,0.52,3.97,6.36,1274.44,0.28,0.6,20.28
2011-10-14 22:30:00,1008.22,1.48,274.0,0.52,93.3,6.8,6.34,0.46,3.92,6.29,1275.82,0.74,1.36,217.2
2011-10-14 23:00:00,1008.22,1.06,273.58,0.25,94.3,6.6,6.22,0.38,3.85,6.17,1277.84,0.64,1.08,208.2
2011-10-14 23:30:00,1007.91,1.11,273.65,0.3,94.3,6.62,6.24,0.38,3.86,6.19,1277.21,0.34,0.72,257.6
2011-10-15 00:00:00,1007.94,0.55,273.09,-0.11,95.3,6.36,6.06,0.3,3.75,6.01,1279.94,0.34,0.56,166.3
2011-10-15 00:30:00,1007.91,0.01,272.55,-0.56,95.9,6.11,5.86,0.25,3.62,5.81,1282.52,0.78,1.36,198.3
2011-10-15 01:00:00,1007.81,0.01,272.56,-0.48,96.5,6.11,5.9,0.21,3.65,5.85,1282.37,0.36,0.8,197.0
2011-10-15 01:30:00,1007.68,-0.63,271.93,-1.15,96.3,5.83,5.62,0.22,3.47,5.57,1285.36,0.95,1.36,201.6
2011-10-15 02:00:00,1007.67,-1.18,271.39,-1.57,97.1,5.6,5.44,0.16,3.37,5.4,1288.0,0.4,0.96,159.3
2011-10-15 02:30:00,1007.39,-1.23,271.36,-1.53,97.8,5.58,5.46,0.12,3.38,5.42,1287.9,0.78,1.4,195.2
2011-10-15 03:00:00,1007.29,-1.28,271.32,-1.48,98.5,5.56,5.48,0.08,3.39,5.44,1287.97,0.48,0.88,171.1
2011-10-15 03:30:00,1007.1,-1.72,270.9,-1.93,98.4,5.38,5.3,0.09,3.28,5.26,1289.9,0.57,1.16,204.4
2011-10-15 04:00:00,1006.93,-1.91,270.72,-2.08,98.7,5.31,5.24,0.07,3.24,5.2,1290.61,0.71,1.24,226.2
2011-10-15 04:30:00,1006.96,-2.0,270.62,-2.16,98.8,5.27,5.21,0.06,3.22,5.17,1291.12,0.69,1.12,227.2
2011-10-15 05:00:00,1006.93,-2.18,270.45,-2.35,98.7,5.2,5.14,0.07,3.18,5.1,1291.95,0.86,1.2,241.3
2011-10-15 05:30:00,1006.92,-2.01,270.61,-2.13,99.1,5.27,5.22,0.05,3.23,5.18,1291.12,0.52,1.22,251.5
2011-10-15 06:00:00,1006.9,-2.01,270.62,-2.16,98.9,5.27,5.21,0.06,3.23,5.18,1291.07,1.04,1.6,216.4
2011-10-15 06:30:00,1006.8,-2.11,270.52,-2.25,99.0,5.23,5.18,0.05,3.2,5.14,1291.46,1.2,2.0,218.7
2011-10-15 07:00:00,1006.83,-2.23,270.4,-2.35,99.1,5.18,5.14,0.05,3.18,5.1,1292.07,0.71,1.34,233.5
2011-10-15 07:30:00,1006.81,-2.2,270.44,-2.32,99.1,5.19,5.15,0.05,3.19,5.11,1291.9,0.65,1.36,221.3
2011-10-15 08:00:00,1006.79,-2.21,270.42,-2.36,98.9,5.19,5.13,0.06,3.18,5.1,1291.95,1.52,2.28,174.4
2011-10-15 08:30:00,1006.87,-2.03,270.6,-2.16,99.0,5.26,5.21,0.05,3.22,5.17,1291.13,1.26,2.0,173.7
2011-10-15 09:00:00,1006.91,-1.64,270.98,-1.77,99.1,5.41,5.36,0.05,3.32,5.33,1289.28,1.19,1.8,191.1
2011-10-15 09:30:00,1006.97,-1.28,271.34,-1.42,99.0,5.56,5.5,0.06,3.41,5.47,1287.58,1.21,1.9,165.5
2011-10-15 10:00:00,1006.81,-0.87,271.76,-1.01,99.0,5.73,5.67,0.06,3.51,5.64,1285.34,0.37,0.76,357.5
2011-10-15 10:30:00,1006.6,1.19,273.84,1.01,98.7,6.66,6.57,0.09,4.07,6.53,1274.98,0.98,1.5,151.7
2011-10-15 11:00:00,1006.43,2.57,275.23,2.26,97.8,7.35,7.19,0.16,4.46,7.14,1268.1,0.94,1.64,162.7
2011-10-15 11:30:00,1006.28,4.81,277.48,4.55,98.2,8.62,8.46,0.16,5.25,8.41,1257.07,0.69,1.44,133.5
2011-10-15 12:00:00,1005.91,6.78,279.47,1.63,69.56,9.88,6.87,3.01,4.26,6.83,1248.52,1.01,1.96,201.6
2011-10-15 12:30:00,1005.52,8.3,281.02,0.84,59.23,10.96,6.49,4.47,4.03,6.46,1241.48,1.2,2.04,187.6
2011-10-15 13:00:00,1005.14,9.04,281.79,1.1,57.42,11.52,6.62,4.91,4.11,6.58,1237.71,1.37,3.0,49.47
2011-10-15 13:30:00,1004.88,9.48,282.25,1.01,55.36,11.87,6.57,5.3,4.08,6.54,1235.48,1.64,2.56,39.6
2011-10-15 14:00:00,1004.58,10.27,283.06,0.52,50.68,12.52,6.34,6.17,3.94,6.32,1231.77,2.81,4.96,34.44
2011-10-15 14:30:00,1004.37,11.15,283.96,0.53,47.82,13.28,6.35,6.93,3.94,6.32,1227.69,1.85,2.8,74.5
2011-10-15 15:00:00,1004.14,11.04,283.86,0.58,48.33,13.18,6.37,6.81,3.95,6.34,1227.89,2.55,4.56,78.3
2011-10-15 15:30:00,1003.93,10.96,283.8,0.32,47.71,13.11,6.25,6.85,3.88,6.23,1228.02,2.33,4.04,98.4
2011-10-15 16:00:00,1003.74,10.31,283.17,1.77,55.33,12.55,6.94,5.61,4.31,6.92,1230.29,2.09,3.44,61.67
2011-10-15 16:30:00,1003.83,9.53,282.38,2.35,60.78,11.91,7.24,4.67,4.5,7.21,1233.66,2.35,4.16,61.49
2011-10-15 17:00:00,1003.72,8.76,281.62,1.81,61.57,11.31,6.96,4.35,4.33,6.94,1237.02,2.24,3.4,47.19
2011-10-15 17:30:00,1003.77,8.4,281.26,1.53,61.82,11.03,6.82,4.21,4.24,6.8,1238.73,2.06,2.64,45.05
2011-10-15 18:00:00,1003.88,7.85,280.7,1.57,64.4,10.63,6.85,3.78,4.25,6.82,1241.28,1.99,2.6,13.54
2011-10-15 18:30:00,1004.06,7.39,280.22,1.52,66.19,10.3,6.82,3.48,4.23,6.79,1243.55,1.23,1.74,18.92
2011-10-15 19:00:00,1004.0,7.04,279.88,1.59,68.14,10.06,6.85,3.2,4.26,6.82,1245.01,0.64,1.86,33.5
2011-10-15 19:30:00,1003.82,5.76,278.61,1.71,75.1,9.2,6.91,2.29,4.29,6.88,1250.49,0.28,0.6,23.62
2011-10-15 20:00:00,1003.72,5.13,277.99,1.64,78.1,8.81,6.88,1.93,4.27,6.85,1253.21,0.71,0.96,40.77
2011-10-15 20:30:00,1003.73,4.19,277.06,1.61,83.2,8.25,6.86,1.39,4.26,6.84,1257.44,1.3,1.84,203.6
2011-10-15 21:00:00,1003.85,3.51,276.36,1.43,86.2,7.86,6.77,1.08,4.21,6.75,1260.76,1.19,2.18,204.2
2011-10-15 21:30:00,1003.93,3.05,275.9,1.42,89.0,7.61,6.77,0.84,4.2,6.74,1262.97,0.42,0.76,62.1
